Timestep,SimStepTime,ImageConversionTime,ImageWriteTime
365,0.00518545,0.00228256,0.00179304
366,0.00517803,0.00229746,0.00188381
367,0.00523826,0.00228198,0.00185573
368,0.00521891,0.002282,0.00175627
369,0.00521879,0.00228316,0.00183991
370,0.00522092,0.00253949,0.00143457
371,0.00522518,0.00228102,0.00185209
372,0.00521329,0.00228367,0.00183366
373,0.00522737,0.00240018,0.00194068
374,0.00521113,0.00238801,0.00111574
375,0.00518717,0.00228184,0.00160857
376,0.00523731,0.00228439,0.00193587
377,0.00524292,0.00240629,0.00182285
378,0.00521981,0.00243501,0.00215064
379,0.00523208,0.00233624,0.0019823
380,0.00522024,0.00228209,0.00175223
381,0.00523042,0.0024265,0.00182348
382,0.00522896,0.00228456,0.00178788
383,0.00523187,0.00234737,0.00172089
384,0.00522009,0.0022821,0.00170063
385,0.00523914,0.00228405,0.00172587
386,0.00521317,0.00258885,0.00178846
387,0.00519555,0.00244909,0.0018116
388,0.005215,0.00232916,0.00181858
389,0.00526155,0.00228781,0.00190007
390,0.00519798,0.00228313,0.00178595
391,0.00520567,0.00228135,0.00171635
392,0.00516087,0.00237996,0.00199899
393,0.00522578,0.00243167,0.00177048
394,0.00518668,0.00257947,0.00201058
395,0.0052114,0.00247519,0.00173983
396,0.00519074,0.00237188,0.00184707
397,0.00518902,0.0022886,0.00176713
398,0.00516541,0.00228823,0.00176281
399,0.00522753,0.00239527,0.00189001
400,0.0051905,0.00228212,0.00185477
401,0.00517551,0.00228271,0.00183159
402,0.00568142,0.00245185,0.00143498
403,0.00517373,0.0022819,0.00200827
404,0.00520713,0.00228149,0.00175133
405,0.00518641,0.00227981,0.00178442
406,0.00517016,0.00228556,0.00198558
407,0.00520578,0.00228488,0.00175255
408,0.00522178,0.00241219,0.00199867
409,0.00522778,0.00228123,0.00183482
410,0.0052204,0.00237357,0.00194333
411,0.00520801,0.00228518,0.00205025
412,0.00520189,0.00230686,0.00197698
413,0.00522938,0.0024767,0.00177568
414,0.00521518,0.00233374,0.00200537
415,0.00520846,0.00228095,0.001775
416,0.0051859,0.00228588,0.00182664
417,0.00554145,0.00240715,0.00186742
418,0.00572327,0.00247092,0.0020276
419,0.00520483,0.00228336,0.00209036
420,0.0052161,0.00228494,0.00206276
421,0.00524265,0.00228449,0.00176333
422,0.00522896,0.0022807,0.00179622
423,0.00522417,0.00228172,0.00187993
424,0.00523453,0.00231223,0.0017449
425,0.00521955,0.0023356,0.0020161
426,0.00522592,0.00229349,0.00179564
427,0.00519729,0.00228151,0.00199578
428,0.00514829,0.00228646,0.00162006
429,0.00518517,0.00245679,0.00146837
430,0.00514887,0.00240282,0.00147071
431,0.00525114,0.00228089,0.00185394
432,0.00518316,0.00228111,0.00176669
433,0.0051851,0.00228396,0.00177865
434,0.00522554,0.00241887,0.00186722
435,0.00521599,0.00242891,0.00206886
436,0.00516253,0.00251293,0.00155325
437,0.00518033,0.00228173,0.00193904
438,0.00521458,0.00228379,0.00169958
439,0.00521414,0.00228421,0.00180675
440,0.00519019,0.00228372,0.0018501
441,0.00520583,0.0024435,0.0014951
442,0.00521783,0.00230769,0.00177144
443,0.00521978,0.00228245,0.00189376
444,0.00569298,0.00238342,0.00181564
445,0.00517017,0.0022812,0.00203453
446,0.00525934,0.00237146,0.00154003
447,0.00521063,0.00228497,0.00180043
448,0.00522305,0.00236257,0.00146146
449,0.00521151,0.00227985,0.00174856
450,0.00519503,0.00241559,0.00184839
451,0.00522635,0.00239474,0.00171591
452,0.00522005,0.00230247,0.00111953
453,0.00520002,0.0024381,0.00162974
454,0.00520819,0.00239807,0.00190183
455,0.00521897,0.00232773,0.00203505
456,0.00519059,0.00230558,0.00158479
457,0.00520112,0.00228372,0.00175013
458,0.00521186,0.0022815,0.00176447
459,0.00523589,0.00236378,0.00144496
460,0.00521864,0.00228025,0.00175594
461,0.00524815,0.0024319,0.00206707
462,0.00520123,0.00235813,0.00183345
463,0.00522696,0.00228498,0.0017326
464,0.0052463,0.00228273,0.00176813
465,0.00525219,0.00228153,0.0018923
466,0.00521646,0.00229816,0.00172325
467,0.00516189,0.00233298,0.00199732
468,0.00518397,0.00242399,0.00170405
469,0.00516236,0.00259128,0.00179306
470,0.00520938,0.00228101,0.00171436
471,0.00516728,0.0022832,0.00179491
472,0.00520495,0.00228113,0.00186506
473,0.00517471,0.00227873,0.00176548
474,0.00518528,0.00235523,0.00176108
475,0.00522187,0.00228322,0.00172157
476,0.0052144,0.00239783,0.00194128
477,0.0054493,0.00254215,0.00180722
478,0.00519441,0.00228325,0.00184859
479,0.00516309,0.00239707,0.00176019
480,0.00520921,0.00228202,0.00193696
481,0.00518967,0.00230245,0.00171962
482,0.00519154,0.00228193,0.0018451
483,0.00521627,0.00235437,0.00142365
484,0.00518364,0.00228509,0.00180048
485,0.00520621,0.00228908,0.00178055
486,0.00523568,0.00269288,0.00177896
487,0.00523845,0.00228509,0.00179771
488,0.00523294,0.0022875,0.00185264
489,0.00519107,0.00228282,0.00177382
490,0.00522654,0.00228441,0.00190435
491,0.00520044,0.00247893,0.00143079
492,0.00523442,0.00247853,0.00140648
493,0.00519158,0.00242227,0.00183891
494,0.00558365,0.00234921,0.00196195
495,0.00522101,0.00228018,0.00190234
496,0.00524133,0.00242321,0.00188239
497,0.00520274,0.00228716,0.00189162
498,0.00522965,0.00231606,0.0017551
499,0.00519594,0.00228092,0.00175858
500,0.00524326,0.00229881,0.0014705
501,0.00522099,0.00228088,0.00175852
502,0.00519312,0.00243298,0.00183689
503,0.00521237,0.00227837,0.00156991
504,0.00526069,0.00238945,0.00206942
505,0.00522871,0.00228379,0.00202875
506,0.00523472,0.00229473,0.00177432
507,0.0052384,0.00228177,0.00186094
508,0.00522284,0.00228733,0.00172626
509,0.00523048,0.00240374,0.00143497
510,0.00522911,0.00230785,0.00174122
511,0.00519295,0.00227814,0.0020347
512,0.00513636,0.00245177,0.0020019
513,0.00517128,0.00228116,0.0019515
514,0.00516629,0.002287,0.00180875
515,0.0051832,0.00228163,0.00180503
516,0.0051678,0.00237357,0.0018573
517,0.00521691,0.00231426,0.00177278
518,0.0051285,0.00228624,0.00177591
519,0.00517136,0.0022811,0.00202905
520,0.00517544,0.00238351,0.00203903
521,0.00521095,0.00228179,0.00190559
522,0.0051755,0.00228197,0.001973
523,0.00518411,0.00235997,0.00148446
524,0.00520515,0.00239736,0.00172729
525,0.00517738,0.00228406,0.00179571
526,0.0051888,0.00235248,0.00144726
527,0.00519174,0.00228697,0.00204165
528,0.00522278,0.00228143,0.00185467
529,0.00524886,0.00228054,0.00184019
530,0.00520391,0.00228201,0.00144454
531,0.00521265,0.00227904,0.00152624
532,0.00518719,0.0022891,0.00204941
533,0.00519921,0.0023776,0.00204972
534,0.00522909,0.00230021,0.00205492
535,0.00521768,0.00235737,0.00164932
536,0.00522392,0.00227958,0.00211042
537,0.00524453,0.00228076,0.00207996
538,0.00521987,0.00228131,0.00210277
539,0.00522123,0.00247427,0.00206456
540,0.00521847,0.00228082,0.00203092
541,0.00519848,0.00230421,0.00152825
542,0.00522675,0.00231391,0.00176458
543,0.00521944,0.00227875,0.00203311
544,0.00521937,0.00227986,0.00201201
545,0.00519174,0.00228598,0.00195985
546,0.00523514,0.00232227,0.00183319
547,0.00522062,0.00233304,0.00147746
548,0.00522924,0.00228705,0.00174145
549,0.00519058,0.00242162,0.00202618
550,0.005167,0.00228258,0.00178735
551,0.00518543,0.0022841,0.0020238
552,0.00520311,0.00228297,0.00181769
553,0.00518032,0.00228892,0.00192843
554,0.00523896,0.00228202,0.00180893
555,0.00521956,0.00228237,0.00185586
556,0.00518802,0.00236805,0.00181589
557,0.00518551,0.00228529,0.00165304
558,0.00523209,0.00228075,0.00173781
559,0.00524548,0.00228052,0.00197322
560,0.0051854,0.00238319,0.00186254
561,0.00521038,0.00227855,0.00180236
562,0.00520309,0.00237018,0.00145717
563,0.00522247,0.00231355,0.00174195
564,0.00524764,0.0024252,0.00202223
565,0.00520682,0.00228528,0.00174288
566,0.00520086,0.0023792,0.00183218
567,0.00519315,0.00228446,0.00202222
568,0.00522503,0.0022876,0.0018966
569,0.00520577,0.00244762,0.0015788
570,0.00522037,0.00245358,0.00145177
571,0.00523367,0.0024734,0.00145029
572,0.0052118,0.00236674,0.00190098
573,0.00524638,0.00245143,0.00144393
574,0.00522231,0.0024738,0.00190295
575,0.005197,0.00245541,0.00163466
576,0.00518661,0.00228292,0.00226667
577,0.00521503,0.00242321,0.00186022
578,0.00522113,0.00228227,0.00188582
579,0.00524595,0.00228411,0.00177588
580,0.00517007,0.002377,0.00185272
581,0.00523079,0.00231547,0.00170497
582,0.00524241,0.00242023,0.00175411
583,0.00522426,0.00228261,0.00205379
584,0.00523822,0.00228589,0.00203343
585,0.00515185,0.00228676,0.00168596
586,0.00524332,0.00246708,0.00146837
587,0.00525747,0.00245127,0.0014635
588,0.00522007,0.00240588,0.00146028
589,0.00517134,0.00236935,0.00146261
590,0.00525522,0.0022838,0.00186
591,0.005217,0.00252524,0.00152858
592,0.0052073,0.00229362,0.00184788
593,0.00518388,0.00228227,0.00182119
594,0.0051706,0.00228495,0.00177495
595,0.00518072,0.00228687,0.00191554
596,0.00517271,0.00228503,0.00174741
597,0.00518182,0.00228264,0.0018185
598,0.0052274,0.00228356,0.00183572
599,0.00559684,0.00229041,0.0019573
600,0.00518703,0.00228442,0.0018131
601,0.0051713,0.00228301,0.00163493
602,0.00520546,0.00228156,0.00189895
603,0.00519369,0.0022839,0.00184042
604,0.00516057,0.00228421,0.00175892
605,0.00520457,0.00228431,0.00174385
606,0.00522476,0.00231163,0.00161496
607,0.00522388,0.00228523,0.0014818
608,0.00523754,0.00229566,0.00164004
609,0.00522975,0.00227994,0.0021601
610,0.00522983,0.00228188,0.00191586
611,0.0051949,0.00228173,0.00174664
612,0.00521579,0.00228101,0.00187185
613,0.00519294,0.0022838,0.00190487
614,0.00521321,0.00228032,0.00175361
615,0.00522788,0.00228425,0.00172687
616,0.0052261,0.00228656,0.00197415
617,0.00520987,0.00228569,0.00184072
618,0.00520515,0.0024005,0.00175709
619,0.00475489,0.00228079,0.0018015
620,0.005158,0.00240555,0.00193375
621,0.00520088,0.00238677,0.00146525
622,0.00524064,0.00242159,0.00172166
623,0.00523973,0.00238766,0.00205466
624,0.005227,0.00242226,0.00190703
625,0.00523134,0.00228144,0.00196522
626,0.00523162,0.00243537,0.00159113
627,0.00523283,0.00228207,0.00180726
628,0.00524026,0.00241766,0.00187127
629,0.00523962,0.00229283,0.00185969
630,0.0052048,0.00245332,0.00172465
631,0.0051818,0.00234106,0.00175011
632,0.00522682,0.00228179,0.00202459
633,0.00519303,0.00227886,0.0020028
634,0.00520254,0.00231847,0.00186136
635,0.00516148,0.00228198,0.00188436
636,0.00519196,0.00228179,0.00189705
637,0.0051994,0.00237551,0.00184025
638,0.00519954,0.00240535,0.00179797
639,0.00519589,0.00228581,0.00177151
640,0.00519131,0.00228095,0.00202881
641,0.00519014,0.00238897,0.00201622
642,0.00522812,0.00231227,0.00181865
643,0.00519686,0.00228419,0.00180606
644,0.00518918,0.00239728,0.00187059
645,0.00522876,0.00239599,0.0018269
646,0.00523389,0.00232141,0.00181208
647,0.00523831,0.002285,0.00184642
648,0.00520752,0.00242262,0.00192139
649,0.00530739,0.00241026,0.00191687
650,0.0052311,0.00228604,0.00188207
651,0.00527105,0.00228322,0.00174927
652,0.00522549,0.00228361,0.00204292
653,0.00523297,0.00246947,0.00198718
654,0.00523552,0.00241408,0.00200758
655,0.00547345,0.00241586,0.00178975
656,0.00522934,0.00242776,0.00191893
657,0.00520937,0.00231355,0.00184539
658,0.00520265,0.00229705,0.00183854
659,0.00520872,0.00228171,0.00178481
660,0.00521498,0.00247199,0.0013832
661,0.00522262,0.00228103,0.00176492
662,0.00521542,0.0022845,0.00193214
663,0.00518539,0.00242747,0.00184089
664,0.00564166,0.00228273,0.00205162
665,0.00519014,0.00228044,0.00189087
666,0.00523362,0.00228142,0.00197567
667,0.00522838,0.00228595,0.00174821
668,0.00526299,0.00247529,0.00146519
669,0.00520584,0.00228032,0.00172412
670,0.00526412,0.0022838,0.00176479
671,0.00523903,0.00228185,0.00186604
672,0.00525162,0.00231942,0.00151978
673,0.00517298,0.00228181,0.00208858
674,0.00519374,0.00228022,0.00202939
675,0.00515108,0.00228584,0.00151899
676,0.00519893,0.00228147,0.00185243
677,0.00516748,0.00227883,0.00181504
678,0.00519193,0.00228327,0.00178645
679,0.00518029,0.00228119,0.00169723
680,0.00515025,0.0022828,0.00175644
681,0.00517202,0.00246714,0.0016144
682,0.00518979,0.00228403,0.00170126
683,0.00518642,0.00228028,0.00169409
684,0.00547259,0.00292207,0.00175983
685,0.00521818,0.00239249,0.0017863
686,0.00516421,0.00228416,0.00205359
687,0.00514619,0.00228545,0.00189197
688,0.00518982,0.00247507,0.00185436
689,0.00568645,0.0022918,0.00209193
690,0.00520024,0.0022821,0.00203001
691,0.00520825,0.00228453,0.0020282
692,0.00521442,0.00238484,0.00185357
693,0.005211,0.00228095,0.00196146
694,0.00523352,0.00244657,0.00206479
695,0.00518792,0.00228014,0.00178775
