Timestep,SimStepTime,ImageConversionTime,ImageWriteTime
1988,0.0458845,0.0016416,0.0030704
1989,0.0438026,0.0019051,0.0030823
1990,0.0425468,0.0021445,0.0029927
1991,0.043362,0.0016549,0.0031242
1992,0.0437849,0.0025961,0.0033316
1993,0.0422076,0.0016788,0.0030854
1994,0.042951,0.0018415,0.0030812
1995,0.0449391,0.0019056,0.0030326
1996,0.0409833,0.0018737,0.0033503
1997,0.0454021,0.0016866,0.0031148
1998,0.0423055,0.001705,0.0030835
1999,0.0455757,0.0016351,0.0030558
2000,0.0438145,0.0016271,0.0032773
2001,0.04275,0.0031809,0.0029556
2002,0.0422315,0.0016857,0.0030084
2003,0.0440734,0.0017914,0.0031036
2004,0.0451437,0.0018692,0.0030873
2005,0.0448158,0.0017575,0.0035595
2006,0.0451081,0.0019075,0.0030108
2007,0.0454401,0.0019067,0.0029379
2008,0.0450257,0.0016148,0.0029803
2009,0.0425708,0.001649,0.0030804
2010,0.0446486,0.0019269,0.0030813
2011,0.0400611,0.0017878,0.0032321
2012,0.0418735,0.0016978,0.003503
2013,0.047929,0.0016757,0.0030304
2014,0.0435648,0.0036948,0.0029928
2015,0.0418139,0.0018841,0.003059
2016,0.043746,0.0017127,0.0030452
2017,0.0427125,0.0016666,0.0031333
2018,0.040724,0.0016304,0.0030515
2019,0.0474612,0.0022105,0.0149167
2020,0.0427318,0.001648,0.0031235
2021,0.0432181,0.0021544,0.0030843
2022,0.0416114,0.0017129,0.0034168
2023,0.0431758,0.0018935,0.0030587
2024,0.0412237,0.0016215,0.0031914
2025,0.0496191,0.0016565,0.0031173
2026,0.0506291,0.0038921,0.0029817
2027,0.0465379,0.0077297,0.0032504
2028,0.0450693,0.0039801,0.0029874
2029,0.0430871,0.0017063,0.0031792
2030,0.0426427,0.0017338,0.0031824
2031,0.0426939,0.0016506,0.0041501
2032,0.0426919,0.0018795,0.0032605
2033,0.0437219,0.0016375,0.0029976
2034,0.0417115,0.0016982,0.003418
2035,0.046411,0.001832,0.0030877
2036,0.039703,0.0017324,0.0031059
2037,0.047109,0.001673,0.0032056
2038,0.0442512,0.0019787,0.0030564
2039,0.0422996,0.0019226,0.0030354
2040,0.0411161,0.0016502,0.0030494
2041,0.0446999,0.001666,0.0032226
2042,0.0418585,0.0014913,0.0030513
2043,0.0423188,0.0018671,0.0030881
2044,0.0425321,0.0016941,0.0032972
2045,0.0447918,0.0016765,0.003105
2046,0.0454432,0.0017289,0.0030547
2047,0.0421526,0.0016772,0.0036231
2048,0.0397316,0.0017126,0.0032707
2049,0.0414363,0.0017735,0.0031571
2050,0.0405925,0.0016743,0.0032035
2051,0.0401679,0.0016897,0.0030286
2052,0.0415097,0.0019096,0.0034403
2053,0.0425646,0.0017059,0.0039674
2054,0.039554,0.0016677,0.0030641
2055,0.0419706,0.0017353,0.0030956
2056,0.0421257,0.0016998,0.0030626
2057,0.0470298,0.001658,0.0031006
2058,0.0417009,0.0016813,0.0031996
2059,0.0452546,0.0016539,0.0030631
2060,0.039905,0.0016688,0.0030774
2061,0.0421704,0.0017307,0.003413
2062,0.0466602,0.0020141,0.0033506
2063,0.0434725,0.0017859,0.0030684
2064,0.0415328,0.004511,0.0029897
2065,0.0424469,0.001962,0.0031448
2066,0.0402227,0.0016818,0.0032069
2067,0.0413229,0.0016598,0.0032059
2068,0.041898,0.0017247,0.003156
2069,0.0448283,0.0017121,0.0032525
2070,0.0427501,0.0018816,0.0030107
2071,0.0459443,0.0023042,0.003089
2072,0.0480452,0.0060166,0.0030937
2073,0.0465811,0.0038203,0.0035767
2074,0.0460545,0.0036415,0.0029885
2075,0.0438577,0.0017826,0.0032139
2076,0.044476,0.0016634,0.0031337
2077,0.0411559,0.0016317,0.0030282
2078,0.0430942,0.0017304,0.0034285
2079,0.0414445,0.0018495,0.0032364
2080,0.0419275,0.0016705,0.0031142
2081,0.0431625,0.0016408,0.0030859
2082,0.041938,0.0016425,0.0030206
2083,0.0421892,0.0018852,0.0030543
2084,0.0448646,0.0016753,0.0031733
2085,0.0423118,0.0016921,0.0036078
2086,0.0416493,0.0019537,0.003038
2087,0.0449343,0.0016364,0.0032577
2088,0.0446137,0.0016352,0.0030235
2089,0.045154,0.0016531,0.0031034
2090,0.042928,0.001667,0.003014
2091,0.0429718,0.0016883,0.0030358
2092,0.0434346,0.0017442,0.0030068
2093,0.0434311,0.0019054,0.0035342
2094,0.0440285,0.0017864,0.0032759
2095,0.046511,0.0018846,0.0030039
2096,0.0445528,0.0017795,0.0030042
2097,0.0429033,0.0018653,0.0030485
2098,0.0446534,0.0019435,0.0030867
2099,0.0454436,0.0018896,0.0031621
2100,0.0504459,0.0017188,0.0030165
2101,0.0442115,0.0016867,0.0030259
2102,0.0450498,0.0016502,0.0151204
2103,0.0419749,0.0019425,0.0035569
2104,0.0427658,0.0016616,0.0031424
2105,0.04236,0.0016531,0.0031278
2106,0.0443063,0.0016589,0.0032491
2107,0.0417321,0.0017135,0.0030357
2108,0.0419434,0.0019767,0.0030806
2109,0.0421069,0.0016843,0.0030682
2110,0.0434019,0.001638,0.0030592
2111,0.0441841,0.0016501,0.0030906
2112,0.0422255,0.0016706,0.0030507
2113,0.0417353,0.0016646,0.0032851
2114,0.0432448,0.0016921,0.0031298
2115,0.0480276,0.0017217,0.0031314
2116,0.0448726,0.0030416,0.0029905
2117,0.0458455,0.0074778,0.0029723
2118,0.0475168,0.0018573,0.0030493
2119,0.0398961,0.0106473,0.0029135
2120,0.0447197,0.0017017,0.0031044
2121,0.0417098,0.0016675,0.0033004
2122,0.0432825,0.0018302,0.0029771
2123,0.0443138,0.0016558,0.0030091
2124,0.0424385,0.0017527,0.0030383
2125,0.0441241,0.0019615,0.0037579
2126,0.0415922,0.001838,0.0033382
2127,0.0432932,0.0015753,0.0030339
2128,0.0449207,0.0020553,0.0030292
2129,0.0406825,0.0016662,0.0031813
2130,0.0399812,0.0016777,0.0031946
2131,0.0405448,0.0016968,0.0030445
2132,0.0402331,0.0016387,0.0030251
2133,0.0450583,0.0018944,0.0033508
2134,0.0424245,0.0019188,0.0032883
2135,0.0451241,0.0016947,0.0031523
2136,0.0444113,0.0022437,0.0030381
2137,0.0421983,0.0018275,0.0030671
2138,0.0453029,0.0016489,0.0031097
2139,0.0456276,0.001559,0.0032618
2140,0.0411701,0.0019484,0.0032623
2141,0.0440421,0.0016574,0.0031366
2142,0.0425924,0.0016502,0.0032181
2143,0.0415755,0.0016619,0.003506
2144,0.0405784,0.0018317,0.0030615
2145,0.0430967,0.0016947,0.003229
2146,0.0417366,0.0016075,0.0037936
2147,0.0423807,0.0018359,0.0029826
2148,0.0449376,0.0018649,0.003013
2149,0.0405431,0.0016998,0.0033403
2150,0.0429681,0.0017491,0.0030322
2151,0.0429563,0.0017743,0.0030145
2152,0.0416544,0.0016111,0.0030571
2153,0.0455352,0.0017337,0.0030702
2154,0.0398553,0.0016652,0.0033319
2155,0.0434487,0.0016805,0.003229
2156,0.040789,0.0017492,0.003119
2157,0.0456323,0.0016494,0.0029728
2158,0.0447606,0.0017238,0.0098654
2159,0.0398299,0.0016483,0.0030526
2160,0.0435593,0.0016513,0.0031022
2161,0.0479553,0.0041384,0.0030763
2162,0.0519301,0.0023255,0.0030442
2163,0.045647,0.0032512,0.0030858
2164,0.046241,0.0037411,0.003298
2165,0.040162,0.0016248,0.0030142
2166,0.0481123,0.0016228,0.0030855
2167,0.0403363,0.0016524,0.0031418
2168,0.0425137,0.0018662,0.00307
2169,0.0437887,0.001688,0.0030967
2170,0.0398844,0.0016828,0.0033664
2171,0.0418897,0.0016668,0.0030307
2172,0.0426986,0.0019437,0.0031352
2173,0.0411391,0.0017069,0.003127
2174,0.0435004,0.0016938,0.0033731
2175,0.042728,0.0016681,0.0030666
2176,0.0451272,0.0016986,0.0030409
2177,0.041983,0.0018146,0.0032985
2178,0.0413402,0.0021451,0.0029672
2179,0.0422103,0.0018439,0.003105
2180,0.0479454,0.0016716,0.0029819
2181,0.0415121,0.0018761,0.0030637
2182,0.0444578,0.0016479,0.0031249
2183,0.0434725,0.001665,0.0031919
2184,0.0435007,0.0015474,0.0031104
2185,0.0453397,0.0021424,0.018826
2186,0.0430071,0.0018415,0.0030868
2187,0.0438072,0.0018708,0.0032567
2188,0.0447091,0.0017206,0.0031561
2189,0.0422224,0.001686,0.0034814
2190,0.0440675,0.0016539,0.0032562
2191,0.0409859,0.0018322,0.0030216
2192,0.0421515,0.0017807,0.0030602
2193,0.0410843,0.0019344,0.0030252
2194,0.0423904,0.001977,0.0033024
2195,0.0440611,0.0020291,0.0029692
2196,0.040953,0.001636,0.0030319
2197,0.0426674,0.0016964,0.0030088
2198,0.0416597,0.0018579,0.003074
2199,0.0451431,0.0017008,0.0030181
2200,0.0417055,0.0016231,0.0031446
2201,0.0447705,0.0016361,0.0030445
2202,0.0449621,0.001669,0.0030663
2203,0.0450824,0.0016487,0.0030696
2204,0.0427965,0.0018128,0.0038416
2205,0.0444166,0.0021242,0.0031631
2206,0.043619,0.0030405,0.0030364
2207,0.0508081,0.0066235,0.0045769
2208,0.0452559,0.0020374,0.0030943
2209,0.0449296,0.0040932,0.0030736
2210,0.0454962,0.0017819,0.0029921
2211,0.0405992,0.0017054,0.0031324
2212,0.0412595,0.0016535,0.0031487
2213,0.0435657,0.0040277,0.0031499
2214,0.0423554,0.0015714,0.0036987
2215,0.0446115,0.0016437,0.0035023
2216,0.0438281,0.001664,0.0030454
2217,0.0420725,0.0016603,0.0032842
2218,0.0441012,0.0017217,0.0031661
2219,0.0421366,0.0021517,0.0029957
2220,0.0444006,0.0021765,0.0031371
2221,0.0417598,0.0016729,0.0030299
2222,0.041769,0.0016404,0.003217
2223,0.0424464,0.0015469,0.0030042
2224,0.048605,0.0018059,0.0030582
2225,0.0437274,0.0016094,0.0030336
2226,0.044263,0.0016635,0.0032635
2227,0.0439801,0.0019822,0.0032675
2228,0.0470993,0.001644,0.0030466
2229,0.0427431,0.001758,0.0031274
2230,0.0448899,0.0016025,0.0030239
2231,0.0410875,0.0016833,0.0041119
2232,0.0417801,0.0017311,0.0031852
2233,0.0440062,0.0020474,0.0029753
2234,0.0424514,0.0016978,0.0032777
2235,0.0406612,0.0016591,0.0033166
2236,0.0416397,0.0016076,0.003309
2237,0.0407888,0.0019179,0.0033385
2238,0.0441737,0.0024025,0.0031082
2239,0.042693,0.0017339,0.0032282
2240,0.0398741,0.0016662,0.0030726
2241,0.0455287,0.0068431,0.0065032
2242,0.0408552,0.0018043,0.003001
2243,0.0423993,0.0017074,0.0030867
2244,0.0416818,0.0016753,0.0030611
2245,0.0417823,0.0017088,0.0030185
2246,0.0444824,0.001691,0.0031244
2247,0.042433,0.0017015,0.0031585
2248,0.0464992,0.0016609,0.0035928
2249,0.0434458,0.0017067,0.0033089
2250,0.0437816,0.0018771,0.0030779
2251,0.0486782,0.0023199,0.0029593
2252,0.0471432,0.0033816,0.0029718
2253,0.0443619,0.01067,0.0030618
2254,0.0442456,0.0075197,0.0029697
2255,0.0434998,0.0018007,0.0032822
2256,0.0442285,0.001876,0.003588
2257,0.0456402,0.0019032,0.0030663
2258,0.0446961,0.0017656,0.0033961
2259,0.0427859,0.0019676,0.0030508
2260,0.0427767,0.0018479,0.0030654
2261,0.0442237,0.0016933,0.0030811
2262,0.0440589,0.0016929,0.0031076
2263,0.0448836,0.0016944,0.0031333
2264,0.0445772,0.0017588,0.003115
2265,0.0435429,0.0016569,0.0032119
2266,0.0425672,0.0017922,0.0030662
2267,0.0436549,0.0018426,0.0030239
2268,0.0455196,0.0016309,0.0033369
2269,0.0452792,0.0016419,0.0030186
2270,0.0435858,0.0016665,0.0030627
2271,0.0400278,0.0016763,0.0030427
2272,0.0440196,0.0018756,0.0035972
2273,0.0425172,0.0019042,0.0031476
2274,0.0418233,0.0017241,0.0032375
2275,0.0433258,0.0016604,0.0034735
2276,0.0426952,0.0020987,0.0032274
2277,0.0425594,0.0016502,0.0032908
2278,0.0434421,0.0018192,0.0030293
2279,0.0441186,0.0019108,0.00313
2280,0.042103,0.0019526,0.0030267
2281,0.0458025,0.001701,0.0030902
2282,0.0430075,0.0019049,0.0031291
2283,0.0431764,0.0016564,0.0031202
2284,0.0401791,0.0017015,0.0032058
2285,0.0451977,0.0016797,0.0034471
2286,0.0431237,0.0016584,0.0030908
2287,0.0422221,0.0017297,0.0030279
2288,0.0462901,0.0018533,0.0031681
2289,0.0442904,0.0016376,0.0031232
2290,0.0441795,0.0017456,0.003096
2291,0.0430113,0.0019342,0.0031335
2292,0.0428938,0.0019809,0.0030283
2293,0.0422977,0.0018223,0.0030822
2294,0.0410015,0.0021335,0.0029652
2295,0.0468718,0.0016874,0.0030506
2296,0.0490108,0.0073382,0.0033046
2297,0.0472476,0.0059298,0.002955
2298,0.0512709,0.0051718,0.0030286
2299,0.0427576,0.0016629,0.0029757
2300,0.0418463,0.0018781,0.0030735
2301,0.0436431,0.0016885,0.0031983
2302,0.0437518,0.0016763,0.0031225
2303,0.0420871,0.0016554,0.0031642
2304,0.0407859,0.0017314,0.0030529
2305,0.0439282,0.0021745,0.0031419
2306,0.0474491,0.0019897,0.0031041
2307,0.0450017,0.0031828,0.0030282
2308,0.0423298,0.0016644,0.0030115
2309,0.04373,0.0017687,0.0029859
2310,0.0449931,0.0019112,0.0034074
2311,0.0428749,0.0019123,0.0029792
2312,0.045087,0.0019163,0.0030219
2313,0.0456483,0.001911,0.0030504
2314,0.0421401,0.0017664,0.0030713
2315,0.0446582,0.0019113,0.0033724
2316,0.0424723,0.0018679,0.0030865
2317,0.0419524,0.0017057,0.0033399
2318,0.0427765,0.0017316,0.0030867
2319,0.04284,0.0016951,0.0030975
2320,0.0434581,0.0018348,0.0030297
2321,0.042795,0.001756,0.0030243
2322,0.0436148,0.0019246,0.0033608
2323,0.0415514,0.0016775,0.0031856
2324,0.0453278,0.0015556,0.0031887
2325,0.044499,0.0016358,0.0033518
2326,0.0478985,0.0016677,0.0030576
2327,0.0431811,0.0019065,0.0032324
2328,0.0450504,0.0018361,0.0030682
2329,0.0452843,0.0016929,0.0030772
2330,0.043127,0.0018047,0.0030061
2331,0.0425785,0.0018732,0.0030126
2332,0.0429154,0.0016732,0.0030652
2333,0.0452021,0.0016806,0.0032095
2334,0.0402867,0.0017792,0.0030048
2335,0.0406334,0.0017556,0.0035116
2336,0.042602,0.0016802,0.0035985
2337,0.0443265,0.0022961,0.0030184
2338,0.0428273,0.0016879,0.0030416
2339,0.0444741,0.0016539,0.0030396
2340,0.0481332,0.0016246,0.0031032
2341,0.0459681,0.0034241,0.003212
2342,0.0482833,0.004204,0.0029602
2343,0.0457285,0.0064054,0.0029567
2344,0.0431522,0.0015588,0.0029622
2345,0.0415388,0.0017161,0.0029944
2346,0.0444629,0.0016623,0.0032115
2347,0.0458603,0.001686,0.0031263
2348,0.0429358,0.0017635,0.0029615
2349,0.0443339,0.0016966,0.0030918
2350,0.0453237,0.0018719,0.0061986
2351,0.0425454,0.0017471,0.0030782
2352,0.0421939,0.0018304,0.0030336
2353,0.0416977,0.0016265,0.0031704
2354,0.0452896,0.0016498,0.0031289
2355,0.0454622,0.0016353,0.0030678
2356,0.0426697,0.0016506,0.0034167
2357,0.0425993,0.0020528,0.0030483
2358,0.0395267,0.0018835,0.0030642
2359,0.0464759,0.0020082,0.0030211
2360,0.0454503,0.0018402,0.0031147
2361,0.0399886,0.0018067,0.0030495
2362,0.0425547,0.0017075,0.0032598
2363,0.0428719,0.0016722,0.0031328
2364,0.0402982,0.0016932,0.0032255
2365,0.041255,0.0017042,0.0031021
2366,0.0423598,0.001657,0.0031454
2367,0.0403334,0.0016619,0.0030153
2368,0.0456328,0.0017708,0.0031718
2369,0.0434729,0.0018003,0.0029873
2370,0.0417503,0.0016997,0.0031645
2371,0.045293,0.0016701,0.0031207
2372,0.0459808,0.0018932,0.0030144
2373,0.045051,0.0016916,0.0031573
2374,0.0414348,0.0017174,0.0030983
2375,0.0429199,0.0016684,0.0030854
2376,0.0419422,0.0016822,0.0033381
2377,0.0423214,0.0017334,0.0030802
2378,0.0441574,0.0018903,0.0030739
2379,0.0441956,0.0029632,0.0031501
2380,0.0433755,0.001833,0.0031186
2381,0.0413637,0.0016746,0.0032317
2382,0.0433132,0.0016961,0.0032185
2383,0.0451448,0.0016591,0.0030246
2384,0.0400301,0.0016714,0.0031229
2385,0.0442896,0.001803,0.0034518
2386,0.0472734,0.0080852,0.0030917
2387,0.0492622,0.0093087,0.0030453
2388,0.0505856,0.001968,0.0031338
2389,0.0428616,0.0036952,0.0031358
2390,0.0410528,0.0018175,0.0030542
2391,0.0453928,0.0016767,0.0030753
2392,0.0434641,0.0017194,0.0033119
2393,0.0455161,0.0016425,0.0030041
2394,0.0427504,0.0016667,0.003092
2395,0.0432048,0.0016628,0.0029544
2396,0.044217,0.0016473,0.0034158
2397,0.0444871,0.001676,0.0033267
2398,0.0427218,0.0017095,0.0030463
2399,0.0420125,0.0020103,0.0030148
2400,0.042734,0.0018599,0.003027
2401,0.0428084,0.0021215,0.0031207
2402,0.0433297,0.0016678,0.0030847
2403,0.0417394,0.0016401,0.0031237
2404,0.0430284,0.0017486,0.0030198
2405,0.0414807,0.001849,0.0031083
2406,0.0434204,0.0017382,0.0032607
2407,0.045107,0.0016428,0.0031069
2408,0.0427155,0.0016617,0.0030507
2409,0.0458299,0.0016696,0.0034931
2410,0.0435897,0.0016308,0.0033559
2411,0.0453627,0.001662,0.0030786
2412,0.0415568,0.0016921,0.0030457
2413,0.0421697,0.0016571,0.0031507
2414,0.0426311,0.0018464,0.0030899
2415,0.0435154,0.0016702,0.0032251
2416,0.0447889,0.0016335,0.0033572
2417,0.0426048,0.0017421,0.0032206
2418,0.0417853,0.0018276,0.0031127
2419,0.0423165,0.001654,0.0029816
2420,0.0401152,0.0018249,0.0030712
2421,0.043557,0.0016425,0.0036615
2422,0.045219,0.0017079,0.0030687
2423,0.0449683,0.0017346,0.0031077
2424,0.0396626,0.0021437,0.0030668
2425,0.0423299,0.0022842,0.0033062
2426,0.0439344,0.0020606,0.0032467
2427,0.042424,0.0017436,0.0030248
2428,0.0457396,0.0018465,0.0062948
2429,0.0453587,0.0016669,0.0032644
2430,0.0508356,0.0016173,0.0029945
2431,0.0498027,0.0037781,0.0034878
2432,0.0498145,0.0063066,0.0029508
2433,0.0482366,0.0108804,0.0040619
2434,0.0422757,0.0017704,0.0031334
2435,0.044857,0.0018971,0.0030375
2436,0.0449834,0.0019066,0.003168
2437,0.0413707,0.0018736,0.003311
2438,0.0456523,0.0017281,0.003278
2439,0.0431808,0.0020017,0.0030079
2440,0.0432694,0.0050559,0.00321
2441,0.0422181,0.0018827,0.0031049
2442,0.0448614,0.0017072,0.0031353
2443,0.0410694,0.0017011,0.003144
2444,0.0422169,0.0016737,0.0030497
2445,0.0433145,0.0017887,0.0029567
2446,0.0428326,0.0017208,0.003159
2447,0.0436781,0.0018915,0.003243
2448,0.0441636,0.0018631,0.0030139
2449,0.0420703,0.0016872,0.0030252
2450,0.0448105,0.0016459,0.0031588
2451,0.0451077,0.0016562,0.0030633
2452,0.0419702,0.001717,0.0031287
2453,0.043196,0.0016322,0.0032751
2454,0.0419179,0.0017673,0.0031436
2455,0.0433623,0.0018954,0.0031755
2456,0.043042,0.0018977,0.0034735
2457,0.0421529,0.0017702,0.0030631
2458,0.041606,0.0018749,0.0032773
2459,0.0449503,0.0016718,0.0030758
2460,0.0489288,0.0017381,0.0030384
2461,0.0438064,0.0017019,0.0034362
2462,0.0427814,0.001817,0.0030508
2463,0.0420982,0.0018037,0.0030625
2464,0.0447151,0.0016073,0.0030146
2465,0.0441972,0.0016276,0.0030865
2466,0.0432951,0.0017662,0.0032909
2467,0.0417655,0.0017783,0.0030243
2468,0.0445835,0.0017072,0.0030694
2469,0.0423104,0.001715,0.0031594
2470,0.0458554,0.0016648,0.0031422
2471,0.0451096,0.0019031,0.0030683
2472,0.0450339,0.0016425,0.0030237
2473,0.0468245,0.0019355,0.0030672
2474,0.0458915,0.0017228,0.0031895
2475,0.047227,0.0046857,0.0029745
2476,0.0459309,0.0077357,0.0033514
2477,0.0465418,0.0038768,0.0033205
2478,0.0428862,0.0068362,0.0029913
2479,0.0441133,0.0016394,0.0030661
2480,0.0451544,0.001664,0.0031048
2481,0.0405233,0.0016559,0.0030195
2482,0.0441722,0.0018233,0.003199
2483,0.0422231,0.0018884,0.0031741
2484,0.0417067,0.0017121,0.003633
2485,0.0428256,0.0016267,0.0030522
2486,0.0441251,0.0016316,0.0030541
2487,0.0443486,0.0016902,0.0033256
2488,0.0443599,0.0033805,0.0030931
2489,0.0450569,0.0016524,0.0030566
2490,0.0433776,0.0016807,0.003154
2491,0.0424816,0.0016615,0.0032196
2492,0.0429217,0.001728,0.0030885
2493,0.0457059,0.0018213,0.0030363
2494,0.0435838,0.0018466,0.0030686
2495,0.0468112,0.0019221,0.003054
2496,0.0427458,0.0017778,0.0030123
2497,0.0445039,0.0018646,0.0033167
2498,0.0400881,0.0018247,0.0030691
2499,0.0403912,0.001668,0.0043638
2500,0.0444089,0.0016294,0.0032157
2501,0.0437456,0.0017729,0.0032562
2502,0.0422583,0.0017627,0.0030683
2503,0.0432563,0.0016368,0.0030633
2504,0.0439838,0.0016275,0.0030894
2505,0.0447823,0.0016793,0.0031948
2506,0.0413645,0.0016399,0.0031501
2507,0.0421213,0.0017134,0.0031647
2508,0.0426329,0.0018801,0.0031065
2509,0.0430854,0.0016912,0.0032324
2510,0.0446977,0.0021388,0.0029998
2511,0.0421459,0.0016403,0.0031007
2512,0.0450028,0.0016354,0.0030748
2513,0.043269,0.0015644,0.0030701
2514,0.0424817,0.0016423,0.0036829
2515,0.0450062,0.0017577,0.003098
2516,0.0454455,0.0027528,0.0031989
2517,0.0446061,0.0016787,0.0032858
2518,0.0419868,0.0016194,0.0030822
2519,0.0478639,0.0017475,0.003341
2520,0.0478885,0.0075052,0.0030484
2521,0.0465001,0.0044926,0.003152
2522,0.0433619,0.0092169,0.0034309
2523,0.0445452,0.0021084,0.0030101
2524,0.0431993,0.001665,0.0031461
2525,0.0443422,0.001654,0.0030991
2526,0.0451392,0.0017054,0.0033968
2527,0.0452437,0.0016399,0.0031464
2528,0.0425513,0.0016674,0.0031804
2529,0.0430256,0.0016577,0.0030397
2530,0.0421556,0.0019814,0.0029935
2531,0.0431545,0.0019791,0.0031432
2532,0.0483448,0.0033053,0.0030649
2533,0.044954,0.0016563,0.0031826
2534,0.0447571,0.0016154,0.0030602
2535,0.0447992,0.0016787,0.0030609
2536,0.0424861,0.0017689,0.0029965
2537,0.0426585,0.0017573,0.0033368
2538,0.0436273,0.0017232,0.0032716
2539,0.0442292,0.0018561,0.0030335
2540,0.0426239,0.0018395,0.0031199
2541,0.0439966,0.0016444,0.0030975
2542,0.0454787,0.0016525,0.003236
2543,0.0436354,0.0017121,0.0033737
2544,0.0449147,0.0016942,0.0030755
2545,0.0421022,0.0018301,0.003051
2546,0.0437096,0.0019221,0.0029986
2547,0.044377,0.0016432,0.0031306
2548,0.0415333,0.001638,0.0030873
2549,0.0435591,0.0017268,0.0030229
2550,0.041532,0.0016948,0.0032265
2551,0.0435636,0.0016715,0.0031625
2552,0.0425911,0.0017098,0.0031391
2553,0.0425693,0.0016371,0.0031604
2554,0.0433004,0.0016597,0.0031142
2555,0.0428068,0.0017371,0.003123
2556,0.0426049,0.0023395,0.003061
2557,0.0425559,0.0016886,0.0034484
2558,0.0425569,0.0016698,0.0031109
2559,0.0417238,0.0016324,0.0030171
2560,0.0410858,0.0016867,0.0030248
2561,0.043934,0.0016671,0.0030403
2562,0.0418656,0.0017272,0.0030879
2563,0.0431903,0.0016458,0.0030817
2564,0.047213,0.0016528,0.0029914
2565,0.0505478,0.0042262,0.0029494
2566,0.0453512,0.004223,0.0030081
2567,0.048383,0.0027211,0.003213
2568,0.0447781,0.0060127,0.00302
2569,0.0421904,0.0016909,0.0032572
2570,0.0454063,0.0016747,0.0197562
2571,0.0430997,0.0017208,0.0031171
2572,0.0459073,0.0019984,0.0030788
2573,0.0422583,0.0017979,0.0030441
2574,0.0437726,0.0018913,0.0030098
2575,0.0430717,0.0019008,0.0033426
2576,0.0430323,0.001808,0.0030315
2577,0.0452798,0.0017904,0.0033507
2578,0.0454202,0.001675,0.0031396
2579,0.0400973,0.0017446,0.0031437
2580,0.0448668,0.0016176,0.0034264
2581,0.045665,0.001661,0.0032541
2582,0.0429418,0.0016625,0.0031254
2583,0.0446347,0.0016167,0.0030365
2584,0.0428814,0.0015952,0.0030946
2585,0.0422405,0.0017187,0.0030649
2586,0.0432907,0.0018299,0.0031447
2587,0.045463,0.0016584,0.0034799
2588,0.0446337,0.0018879,0.0031068
2589,0.0445664,0.0023638,0.0029628
2590,0.0463589,0.0020342,0.0030698
2591,0.0420587,0.0016566,0.0030352
2592,0.0451458,0.0018157,0.0029962
2593,0.0456668,0.0018785,0.0030397
2594,0.0430074,0.0021581,0.0029641
2595,0.0413554,0.0023041,0.0029482
2596,0.0443326,0.002137,0.0030501
2597,0.0458952,0.0017105,0.0035641
2598,0.0489529,0.001944,0.0033168
2599,0.0440234,0.0020012,0.0029967
2600,0.0404086,0.0016453,0.0030327
2601,0.0429245,0.0022001,0.0035899
2602,0.0406327,0.0018402,0.0031114
2603,0.042708,0.0016249,0.0030332
2604,0.0428129,0.0016279,0.0029979
2605,0.0409653,0.0017342,0.0030367
2606,0.0469727,0.0016571,0.0032309
2607,0.0455448,0.0017679,0.0031205
2608,0.0447478,0.0017305,0.0030769
2609,0.0497916,0.002755,0.0031541
2610,0.0475818,0.0066685,0.0032314
2611,0.0450877,0.001666,0.003287
2612,0.0465966,0.0065485,0.00298
2613,0.042565,0.0018219,0.0029584
2614,0.0442707,0.0065288,0.0029757
2615,0.0414126,0.0016672,0.0030721
2616,0.042327,0.0017384,0.0030256
2617,0.0432248,0.0017958,0.003209
2618,0.0428867,0.0016745,0.0031243
2619,0.0428688,0.0016846,0.0030632
2620,0.040776,0.001676,0.003045
2621,0.0427821,0.0017668,0.0029852
2622,0.0422019,0.001889,0.0031261
2623,0.0415845,0.0016997,0.0031915
2624,0.0465533,0.0016497,0.0031464
2625,0.0455393,0.0021206,0.0045742
2626,0.0476167,0.0018366,0.0031786
2627,0.0459825,0.0016725,0.0033512
2628,0.0448479,0.001999,0.0030127
2629,0.0433366,0.0016147,0.0029943
2630,0.040693,0.0016385,0.002997
2631,0.0439298,0.0017463,0.0030555
2632,0.042448,0.0016865,0.0031109
2633,0.0443078,0.0017038,0.0030488
2634,0.0461818,0.001696,0.003405
2635,0.0425461,0.0021893,0.0030171
2636,0.0448763,0.0022414,0.0030343
2637,0.0425314,0.0016754,0.0037206
2638,0.0423324,0.0016069,0.003184
2639,0.0424446,0.0016304,0.0030323
2640,0.0447576,0.0043686,0.0029725
2641,0.0433936,0.00165,0.0030939
2642,0.0419666,0.0018121,0.0030116
2643,0.0419465,0.0019079,0.0030875
2644,0.0428581,0.0016858,0.0029989
2645,0.0444406,0.0016743,0.0030842
2646,0.0445268,0.0016676,0.0030946
2647,0.0431969,0.0018169,0.0031531
2648,0.0422255,0.0018457,0.0029971
2649,0.0440736,0.0017427,0.0029868
2650,0.042634,0.0017392,0.0031158
2651,0.0445836,0.001733,0.0030293
2652,0.0448466,0.0019397,0.0030336
2653,0.0487089,0.0028844,0.0031905
2654,0.0440129,0.0098382,0.0046357
2655,0.048354,0.0066498,0.0051402
2656,0.0438148,0.0062558,0.0048757
2657,0.0444182,0.0016763,0.0033218
2658,0.0446704,0.001775,0.0030276
2659,0.0459526,0.0017283,0.0030915
2660,0.0421364,0.0018085,0.0030056
2661,0.042687,0.0020179,0.0029619
